id;mac_address;device_name;rssi;estimated_distance_m;tx_power;timestamp;session_id
1;3C:4F:06:03:74:5C;;-35;0.00;-2147483648;1,77472E+12;session_1774715333436
2;06:65:29:DA:65:E9;Bn4038713;-91;0.00;-2147483648;1,77472E+12;session_1774715333436
3;29:37:CF:43:80:5F;;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
4;2D:29:BB:28:0E:80;;-92;0.00;-2147483648;1,77472E+12;session_1774715333436
5;27:A4:43:1F:1F:02;;-42;0.00;-2147483648;1,77472E+12;session_1774715333436
6;05:F2:4F:96:5E:30;;-42;0.00;-2147483648;1,77472E+12;session_1774715333436
7;05:B0:3A:D7:99:0A;;-35;0.00;-2147483648;1,77472E+12;session_1774715333436
8;BC:7E:8B:A7:51:6F;;-91;0.00;-2147483648;1,77472E+12;session_1774715333436
9;20:64:DE:ED:F1:A6;Comedor;-84;0.00;-2147483648;1,77472E+12;session_1774715333436
10;64:E7:D8:91:7B:17;;-92;0.00;-2147483648;1,77472E+12;session_1774715333436
11;55:A5:DC:38:A6:8A;Tab S9 de Eduardo;-61;0.00;-2147483648;1,77472E+12;session_1774715333436
12;3D:D3:73:17:40:44;;-35;0.00;-2147483648;1,77472E+12;session_1774715333436
13;47:31:70:7A:DE:DC;;-93;763338.33;24;1,77472E+12;session_1774715333436
14;F8:17:2D:59:E5:86;TY;-80;0.00;-2147483648;1,77472E+12;session_1774715333436
15;CB:37:30:33:44:78;Govee_H619C_4478;-90;0.00;-2147483648;1,77472E+12;session_1774715333436
16;52:9C:F1:9C:87:C7;;-92;1674755535.32;11;1,77472E+12;session_1774715333436
17;FC:F1:36:35:2A:63;;-90;0.00;-2147483648;1,77472E+12;session_1774715333436
18;D0:03:DF:C5:D8:CD;[TV] Samsung 7 Series (50);-90;0.00;-2147483648;1,77472E+12;session_1774715333436
19;53:0E:DC:F4:D6:AF;;-79;152917944.77;12;1,77472E+12;session_1774715333436
20;98:06:3C:2D:B1:95;;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
21;0B:2A:F3:B1:33:9F;;-62;0.00;-2147483648;1,77472E+12;session_1774715333436
22;B0:52:16:D4:AA:5C;;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
23;62:A0:FA:DE:D2:B0;;-80;173415299.16;12;1,77472E+12;session_1774715333436
24;68:FC:CA:BC:DA:11;[TV] TV Living;-96;0.00;-2147483648;1,77472E+12;session_1774715333436
25;E8:AA:CB:04:47:55;"43"" The Frame";-97;0.00;-2147483648;1,77472E+12;session_1774715333436
26;7A:E4:08:A5:31:2F;;-95;966993583.69;12;1,77472E+12;session_1774715333436
27;A0:D7:F3:C2:B5:CF;Samsung CU8000 43;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
28;46:52:4C:D3:3A:A5;;-96;1073741824.00;12;1,77472E+12;session_1774715333436
29;ED:CE:61:80:4B:55;;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
30;C8:79:F7:26:21:C4;;-96;0.00;-2147483648;1,77472E+12;session_1774715333436
31;ED:3B:7F:8C:9D:6F;;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
32;52:A3:08:D4:34:66;;-99;44860357.70;17;1,77472E+12;session_1774715333436
33;47:BB:2C:BF:10:92;;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
34;7C:0A:3F:54:CA:45;;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
35;80:47:86:84:B8:C9;;-96;0.00;-2147483648;1,77472E+12;session_1774715333436
36;D4:BF:6F:65:0A:B3;;-90;0.00;-2147483648;1,77472E+12;session_1774715333436
37;A0:D7:F3:C2:B5:CF;Samsung CU8000 43;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
38;27:A4:43:1F:1F:02;;-50;0.00;-2147483648;1,77472E+12;session_1774715333436
39;06:65:29:DA:65:E9;Bn4038713;-85;0.00;-2147483648;1,77472E+12;session_1774715333436
40;D0:03:DF:C5:D8:CD;[TV] Samsung 7 Series (50);-102;0.00;-2147483648;1,77472E+12;session_1774715333436
41;05:F2:4F:96:5E:30;;-50;0.00;-2147483648;1,77472E+12;session_1774715333436
42;3C:4F:06:03:74:5C;;-41;0.00;-2147483648;1,77472E+12;session_1774715333436
43;BC:7E:8B:A7:51:6F;;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
44;62:A0:FA:DE:D2:B0;;-84;282475249.00;12;1,77472E+12;session_1774715333436
45;CB:37:30:33:44:78;Govee_H619C_4478;-92;0.00;-2147483648;1,77472E+12;session_1774715333436
46;05:B0:3A:D7:99:0A;;-42;0.00;-2147483648;1,77472E+12;session_1774715333436
47;52:9C:F1:9C:87:C7;;-92;1674755535.32;11;1,77472E+12;session_1774715333436
48;29:37:CF:43:80:5F;;-94;0.00;-2147483648;1,77472E+12;session_1774715333436
49;FC:F1:36:35:2A:63;;-84;0.00;-2147483648;1,77472E+12;session_1774715333436
50;53:0E:DC:F4:D6:AF;;-83;250592727.61;12;1,77472E+12;session_1774715333436
51;55:A5:DC:38:A6:8A;Tab S9 de Eduardo;-69;0.00;-2147483648;1,77472E+12;session_1774715333436
52;F8:17:2D:59:E5:86;TY;-85;0.00;-2147483648;1,77472E+12;session_1774715333436
53;46:52:4C:D3:3A:A5;;-95;966993583.69;12;1,77472E+12;session_1774715333436
54;20:64:DE:ED:F1:A6;Comedor;-82;0.00;-2147483648;1,77472E+12;session_1774715333436
55;3D:D3:73:17:40:44;;-41;0.00;-2147483648;1,77472E+12;session_1774715333436
56;47:31:70:7A:DE:DC;;-95;944329.67;24;1,77472E+12;session_1774715333436
57;0B:2A:F3:B1:33:9F;;-69;0.00;-2147483648;1,77472E+12;session_1774715333436
58;EC:E8:80:AF:45:A9;FMB130_9225879_LE;-91;Infinity;0;1,77472E+12;session_1774715333436
59;80:47:86:84:B8:C9;;-97;0.00;-2147483648;1,77472E+12;session_1774715333436
60;C8:79:F7:26:21:C4;;-91;0.00;-2147483648;1,77472E+12;session_1774715333436
61;DB:45:E5:E7:E9:B3;;-87;0.00;-2147483648;1,77472E+12;session_1774715333436
62;2D:29:BB:28:0E:80;;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
63;22:70:A9:92:07:63;;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
64;D8:CF:70:5B:D9:2F;;-81;0.00;-2147483648;1,77472E+12;session_1774715333436
65;D4:BF:6F:65:0A:B3;;-81;0.00;-2147483648;1,77472E+12;session_1774715333436
66;68:FC:CA:BC:DA:11;[TV] TV Living;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
67;64:E7:D8:91:7B:17;;-95;0.00;-2147483648;1,77472E+12;session_1774715333436
68;C7:8F:82:A5:07:E3;;-102;0.00;-2147483648;1,77472E+12;session_1774715333436
69;4F:60:3D:5E:18:6F;;-99;84227144253.33;8;1,77472E+12;session_1774715333436
70;A0:D0:5B:9D:8F:5A;[TV] Samsung Serif TV (55);-100;0.00;-2147483648;1,77472E+12;session_1774715333436
71;BC:10:2F:68:B3:08;Room A/C;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
72;1C:AF:4A:3A:1C:6D;"34"" Odyssey OLED G8";-105;0.00;-2147483648;1,77472E+12;session_1774715333436
73;55:A5:DC:38:A6:8A;Tab S9 de Eduardo;-67;0.00;-2147483648;1,77472E+12;session_1774715333436
74;00:04:EA:E9:D3:A7;;-102;0.00;-2147483648;1,77472E+12;session_1774715333436
75;47:31:70:7A:DE:DC;;-98;1288689.65;24;1,77472E+12;session_1774715333436
76;BC:10:2F:68:B3:08;Room A/C;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
77;3C:4F:06:03:74:5C;;-35;0.00;-2147483648;1,77472E+12;session_1774715333436
78;CB:37:30:33:44:78;Govee_H619C_4478;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
79;06:65:29:DA:65:E9;Bn4038713;-92;0.00;-2147483648;1,77472E+12;session_1774715333436
80;55:28:74:C4:C9:31;JBL Go 4;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
81;3D:D3:73:17:40:44;;-35;0.00;-2147483648;1,77472E+12;session_1774715333436
82;27:A4:43:1F:1F:02;;-49;0.00;-2147483648;1,77472E+12;session_1774715333436
83;62:A0:FA:DE:D2:B0;;-80;173415299.16;12;1,77472E+12;session_1774715333436
84;46:52:4C:D3:3A:A5;;-95;966993583.69;12;1,77472E+12;session_1774715333436
85;FC:F1:36:35:2A:63;;-90;0.00;-2147483648;1,77472E+12;session_1774715333436
86;05:B0:3A:D7:99:0A;;-35;0.00;-2147483648;1,77472E+12;session_1774715333436
87;20:64:DE:ED:F1:A6;Comedor;-81;0.00;-2147483648;1,77472E+12;session_1774715333436
88;54:B8:74:72:CE:63;net;-102;0.00;-2147483648;1,77472E+12;session_1774715333436
89;C8:79:F7:26:21:C4;;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
90;68:FC:CA:BC:DA:11;[TV] TV Living;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
91;53:0E:DC:F4:D6:AF;;-79;152917944.77;12;1,77472E+12;session_1774715333436
92;C3:2E:3E:AA:CC:D8;;-91;0.00;-2147483648;1,77472E+12;session_1774715333436
93;64:E7:D8:91:7B:17;;-95;0.00;-2147483648;1,77472E+12;session_1774715333436
94;47:BB:2C:BF:10:92;;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
95;A0:D7:F3:C2:B5:CF;Samsung CU8000 43;-91;0.00;-2147483648;1,77472E+12;session_1774715333436
96;D0:03:DF:C5:D8:CD;[TV] Samsung 7 Series (50);-95;0.00;-2147483648;1,77472E+12;session_1774715333436
97;52:9C:F1:9C:87:C7;;-91;1501367711.36;11;1,77472E+12;session_1774715333436
98;D4:E0:03:E9:D4:55;;-91;0.00;-2147483648;1,77472E+12;session_1774715333436
99;F8:17:2D:59:E5:86;TY;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
100;E8:AA:CB:04:47:55;"43"" The Frame";-95;0.00;-2147483648;1,77472E+12;session_1774715333436
101;2D:29:BB:28:0E:80;;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
102;0B:2A:F3:B1:33:9F;;-61;0.00;-2147483648;1,77472E+12;session_1774715333436
103;98:06:3C:2D:B1:95;;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
104;E8:AA:CB:CC:0C:1D;;-103;0.00;-2147483648;1,77472E+12;session_1774715333436
105;55:80:6E:74:37:27;;-100;1615055828.90;12;1,77472E+12;session_1774715333436
106;B0:52:16:D4:AA:5C;;-103;0.00;-2147483648;1,77472E+12;session_1774715333436
107;05:F2:4F:96:5E:30;;-49;0.00;-2147483648;1,77472E+12;session_1774715333436
108;5D:BE:05:8B:D8:23;;-94;93404101.14;15;1,77472E+12;session_1774715333436
109;F5:FD:5A:F1:8E:3B;;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
110;78:6D:67:7C:A7:5C;LE-Bose Flex SoundLink;-101;11046221254.11;10;1,77472E+12;session_1774715333436
111;ED:CE:61:80:4B:55;;-97;0.00;-2147483648;1,77472E+12;session_1774715333436
112;FB:86:3D:46:82:61;;-102;0.00;-2147483648;1,77472E+12;session_1774715333436
113;29:37:CF:43:80:5F;;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
114;C8:12:0B:43:4C:93;;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
115;7C:0A:3F:58:89:A7;;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
116;4F:3B:DF:0D:AB:22;S39 A686 LE;-99;3486784401.00;11;1,77472E+12;session_1774715333436
117;BC:7E:8B:A7:51:6F;;-89;0.00;-2147483648;1,77472E+12;session_1774715333436
118;EC:E8:80:AF:45:A9;FMB130_9225879_LE;-93;Infinity;0;1,77472E+12;session_1774715333436
119;BC:7E:8B:A7:51:6F;;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
120;A0:D7:F3:C2:B5:CF;Samsung CU8000 43;-97;0.00;-2147483648;1,77472E+12;session_1774715333436
121;2D:29:BB:28:0E:80;;-91;0.00;-2147483648;1,77472E+12;session_1774715333436
122;C8:12:0B:43:4C:93;;-91;0.00;-2147483648;1,77472E+12;session_1774715333436
123;CB:37:30:33:44:78;Govee_H619C_4478;-91;0.00;-2147483648;1,77472E+12;session_1774715333436
124;62:A0:FA:DE:D2:B0;;-83;250592727.61;12;1,77472E+12;session_1774715333436
125;06:65:29:DA:65:E9;Bn4038713;-86;0.00;-2147483648;1,77472E+12;session_1774715333436
126;F8:17:2D:59:E5:86;TY;-85;0.00;-2147483648;1,77472E+12;session_1774715333436
127;05:B0:3A:D7:99:0A;;-42;0.00;-2147483648;1,77472E+12;session_1774715333436
128;29:37:CF:43:80:5F;;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
129;64:E7:D8:91:7B:17;;-95;0.00;-2147483648;1,77472E+12;session_1774715333436
130;3C:4F:06:03:74:5C;;-41;0.00;-2147483648;1,77472E+12;session_1774715333436
131;20:64:DE:ED:F1:A6;Comedor;-83;0.00;-2147483648;1,77472E+12;session_1774715333436
132;3D:D3:73:17:40:44;;-42;0.00;-2147483648;1,77472E+12;session_1774715333436
133;27:A4:43:1F:1F:02;;-50;0.00;-2147483648;1,77472E+12;session_1774715333436
134;7A:E4:08:A5:31:2F;;-96;1073741824.00;12;1,77472E+12;session_1774715333436
135;D0:03:DF:C5:D8:CD;[TV] Samsung 7 Series (50);-94;0.00;-2147483648;1,77472E+12;session_1774715333436
136;53:0E:DC:F4:D6:AF;;-84;282475249.00;12;1,77472E+12;session_1774715333436
137;05:F2:4F:96:5E:30;;-49;0.00;-2147483648;1,77472E+12;session_1774715333436
138;22:70:A9:92:07:63;;-102;0.00;-2147483648;1,77472E+12;session_1774715333436
139;55:A5:DC:38:A6:8A;Tab S9 de Eduardo;-68;0.00;-2147483648;1,77472E+12;session_1774715333436
140;7C:0A:3F:58:89:A7;;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
141;52:9C:F1:9C:87:C7;;-88;1073741824.00;11;1,77472E+12;session_1774715333436
142;0B:2A:F3:B1:33:9F;;-69;0.00;-2147483648;1,77472E+12;session_1774715333436
143;BC:45:5B:4E:60:D8;Samsung Q60CA 50;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
144;5D:BE:05:8B:D8:23;;-98;141692925.24;15;1,77472E+12;session_1774715333436
145;47:31:70:7A:DE:DC;;-97;1163067.51;24;1,77472E+12;session_1774715333436
146;BC:10:2F:68:B3:08;Room A/C;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
147;FC:F1:36:35:2A:63;;-86;0.00;-2147483648;1,77472E+12;session_1774715333436
148;4F:60:3D:5E:18:6F;;-98;76095835015.88;8;1,77472E+12;session_1774715333436
149;C3:2E:3E:AA:CC:D8;;-89;0.00;-2147483648;1,77472E+12;session_1774715333436
150;68:FC:CA:BC:DA:11;[TV] TV Living;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
151;DB:45:E5:E7:E9:B3;;-82;0.00;-2147483648;1,77472E+12;session_1774715333436
152;A0:D0:5B:9D:8F:5A;[TV] Samsung Serif TV (55);-99;0.00;-2147483648;1,77472E+12;session_1774715333436
153;D4:E0:03:E9:D4:55;;-88;0.00;-2147483648;1,77472E+12;session_1774715333436
154;62:99:38:0B:E5:74;;-102;Infinity;0;1,77472E+12;session_1774715333436
155;D8:CF:70:5B:D9:2F;;-82;0.00;-2147483648;1,77472E+12;session_1774715333436
156;D4:BF:6F:65:0A:B3;;-81;0.00;-2147483648;1,77472E+12;session_1774715333436
157;73:33:33:9B:48:D5;;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
158;1C:AF:4A:3A:1C:6D;;-103;0.00;-2147483648;1,77472E+12;session_1774715333436
159;00:04:EA:E9:D3:A7;;-103;0.00;-2147483648;1,77472E+12;session_1774715333436
160;ED:EE:48:ED:C5:7C;Vasco de Gam;-103;0.00;-2147483648;1,77472E+12;session_1774715333436
161;64:AE:00:6A:71:32;;-99;238288981.15;-8;1,77472E+12;session_1774715333436
162;55:6F:D8:26:D7:C2;;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
163;FC:F1:36:35:2A:63;;-97;0.00;-2147483648;1,77472E+12;session_1774715333436
164;20:64:DE:ED:F1:A6;Comedor;-82;0.00;-2147483648;1,77472E+12;session_1774715333436
165;64:E7:D8:91:7B:17;;-94;0.00;-2147483648;1,77472E+12;session_1774715333436
166;62:A0:FA:DE:D2:B0;;-81;196353084.65;12;1,77472E+12;session_1774715333436
167;3D:D3:73:17:40:44;;-35;0.00;-2147483648;1,77472E+12;session_1774715333436
168;52:9C:F1:9C:87:C7;;-91;1501367711.36;11;1,77472E+12;session_1774715333436
169;BC:10:2F:68:B3:08;Room A/C;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
170;FB:86:3D:46:82:61;;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
171;05:B0:3A:D7:99:0A;;-35;0.00;-2147483648;1,77472E+12;session_1774715333436
172;47:BB:2C:BF:10:92;;-102;0.00;-2147483648;1,77472E+12;session_1774715333436
173;D0:03:DF:C5:D8:CD;[TV] Samsung 7 Series (50);-96;0.00;-2147483648;1,77472E+12;session_1774715333436
174;98:06:3C:2D:B1:95;;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
175;68:FC:CA:BC:DA:11;[TV] TV Living;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
176;E8:AA:CB:04:47:55;"43"" The Frame";-94;0.00;-2147483648;1,77472E+12;session_1774715333436
177;3C:4F:06:03:74:5C;;-35;0.00;-2147483648;1,77472E+12;session_1774715333436
178;1C:E8:9E:54:12:46;Washer;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
179;A0:D7:F3:C2:B5:CF;Samsung CU8000 43;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
180;53:0E:DC:F4:D6:AF;;-81;196353084.65;12;1,77472E+12;session_1774715333436
181;2D:29:BB:28:0E:80;;-90;0.00;-2147483648;1,77472E+12;session_1774715333436
182;55:A5:DC:38:A6:8A;Tab S9 de Eduardo;-67;0.00;-2147483648;1,77472E+12;session_1774715333436
183;27:A4:43:1F:1F:02;;-49;0.00;-2147483648;1,77472E+12;session_1774715333436
184;46:52:4C:D3:3A:A5;;-96;1073741824.00;12;1,77472E+12;session_1774715333436
185;F8:17:2D:59:E5:86;TY;-90;0.00;-2147483648;1,77472E+12;session_1774715333436
186;62:99:38:0B:E5:74;;-101;Infinity;0;1,77472E+12;session_1774715333436
187;05:F2:4F:96:5E:30;;-50;0.00;-2147483648;1,77472E+12;session_1774715333436
188;7C:0A:3F:54:CA:45;;-102;0.00;-2147483648;1,77472E+12;session_1774715333436
189;DB:45:E5:E7:E9:B3;;-81;0.00;-2147483648;1,77472E+12;session_1774715333436
190;D4:E0:03:E9:D4:55;;-90;0.00;-2147483648;1,77472E+12;session_1774715333436
191;D4:BF:6F:65:0A:B3;;-81;0.00;-2147483648;1,77472E+12;session_1774715333436
192;06:65:29:DA:65:E9;Bn4038713;-91;0.00;-2147483648;1,77472E+12;session_1774715333436
193;0B:2A:F3:B1:33:9F;;-67;0.00;-2147483648;1,77472E+12;session_1774715333436
194;55:80:6E:74:37:27;;-100;1615055828.90;12;1,77472E+12;session_1774715333436
195;B0:52:16:D4:AA:5C;;-103;0.00;-2147483648;1,77472E+12;session_1774715333436
196;78:6D:67:7C:A7:5C;LE-Bose Flex SoundLink;-98;8170728068.88;10;1,77472E+12;session_1774715333436
197;C8:12:0B:43:4C:93;;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
198;BC:7E:8B:A7:51:6F;;-88;0.00;-2147483648;1,77472E+12;session_1774715333436
199;29:37:CF:43:80:5F;;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
200;CB:37:30:33:44:78;Govee_H619C_4478;-92;0.00;-2147483648;1,77472E+12;session_1774715333436
201;5D:BE:05:8B:D8:23;;-99;156833688.09;15;1,77472E+12;session_1774715333436
202;80:47:86:84:B8:C9;;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
203;22:70:A9:92:07:63;;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
204;D2:ED:FA:15:7E:74;;-97;0.00;-2147483648;1,77472E+12;session_1774715333436
205;7C:0A:3F:58:89:A7;;-97;0.00;-2147483648;1,77472E+12;session_1774715333436
206;62:A0:FA:DE:D2:B0;;-80;173415299.16;12;1,77472E+12;session_1774715333436
207;52:9C:F1:9C:87:C7;;-88;1073741824.00;11;1,77472E+12;session_1774715333436
208;3C:4F:06:03:74:5C;;-36;0.00;-2147483648;1,77472E+12;session_1774715333436
209;3D:D3:73:17:40:44;;-37;0.00;-2147483648;1,77472E+12;session_1774715333436
210;22:70:A9:92:07:63;;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
211;05:B0:3A:D7:99:0A;;-36;0.00;-2147483648;1,77472E+12;session_1774715333436
212;A0:D7:F3:C2:B5:CF;Samsung CU8000 43;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
213;C8:12:0B:43:4C:93;;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
214;7C:0A:3F:58:89:A7;;-97;0.00;-2147483648;1,77472E+12;session_1774715333436
215;05:F2:4F:96:5E:30;;-43;0.00;-2147483648;1,77472E+12;session_1774715333436
216;2D:29:BB:28:0E:80;;-94;0.00;-2147483648;1,77472E+12;session_1774715333436
217;55:A5:DC:38:A6:8A;Tab S9 de Eduardo;-61;0.00;-2147483648;1,77472E+12;session_1774715333436
218;53:0E:DC:F4:D6:AF;;-74;79525193.93;12;1,77472E+12;session_1774715333436
219;20:64:DE:ED:F1:A6;Comedor;-80;0.00;-2147483648;1,77472E+12;session_1774715333436
220;F8:17:2D:59:E5:86;TY;-88;0.00;-2147483648;1,77472E+12;session_1774715333436
221;27:A4:43:1F:1F:02;;-49;0.00;-2147483648;1,77472E+12;session_1774715333436
222;D0:03:DF:C5:D8:CD;[TV] Samsung 7 Series (50);-95;0.00;-2147483648;1,77472E+12;session_1774715333436
223;06:65:29:DA:65:E9;Bn4038713;-90;0.00;-2147483648;1,77472E+12;session_1774715333436
224;CB:37:30:33:44:78;Govee_H619C_4478;-92;0.00;-2147483648;1,77472E+12;session_1774715333436
225;29:37:CF:43:80:5F;;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
226;BC:7E:8B:A7:51:6F;;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
227;64:E7:D8:91:7B:17;;-94;0.00;-2147483648;1,77472E+12;session_1774715333436
228;A0:D0:5B:9D:8F:5A;[TV] Samsung Serif TV (55);-100;0.00;-2147483648;1,77472E+12;session_1774715333436
229;47:31:70:7A:DE:DC;;-96;1048576.00;24;1,77472E+12;session_1774715333436
230;55:6F:D8:26:D7:C2;;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
231;FC:F1:36:35:2A:63;;-88;0.00;-2147483648;1,77472E+12;session_1774715333436
232;68:FC:CA:BC:DA:11;[TV] TV Living;-96;0.00;-2147483648;1,77472E+12;session_1774715333436
233;62:99:38:0B:E5:74;;-104;Infinity;0;1,77472E+12;session_1774715333436
234;ED:EE:48:ED:C5:7C;Vasco de Gam;-102;0.00;-2147483648;1,77472E+12;session_1774715333436
235;0B:2A:F3:B1:33:9F;;-69;0.00;-2147483648;1,77472E+12;session_1774715333436
236;FB:86:3D:46:82:61;;-102;0.00;-2147483648;1,77472E+12;session_1774715333436
237;7A:E4:08:A5:31:2F;;-103;2170499982.01;12;1,77472E+12;session_1774715333436
238;55:28:74:C4:C9:31;JBL Go 4;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
239;C3:2E:3E:AA:CC:D8;;-89;0.00;-2147483648;1,77472E+12;session_1774715333436
240;BC:10:2F:68:B3:08;Room A/C;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
241;2E:1A:6C:D9:E0:0E;;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
242;1C:AF:4A:3A:1C:6D;;-104;0.00;-2147483648;1,77472E+12;session_1774715333436
243;4F:60:3D:5E:18:6F;;-103;125161966247.87;8;1,77472E+12;session_1774715333436
244;D8:CF:70:5B:D9:2F;;-82;0.00;-2147483648;1,77472E+12;session_1774715333436
245;F5:FD:5A:F1:8E:3B;;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
246;78:6D:67:7C:A7:5C;LE-Bose Flex SoundLink;-98;8170728068.88;10;1,77472E+12;session_1774715333436
247;E8:AA:CB:04:47:55;"43"" The Frame";-96;0.00;-2147483648;1,77472E+12;session_1774715333436
248;47:BB:2C:BF:10:92;;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
249;98:06:3C:2D:B1:95;;-97;0.00;-2147483648;1,77472E+12;session_1774715333436
250;D7:2B:B7:3C:0E:0C;;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
251;05:B0:3A:D7:99:0A;;-35;0.00;-2147483648;1,77472E+12;session_1774715333436
252;3D:D3:73:17:40:44;;-35;0.00;-2147483648;1,77472E+12;session_1774715333436
253;64:E7:D8:91:7B:17;;-94;0.00;-2147483648;1,77472E+12;session_1774715333436
254;06:65:29:DA:65:E9;Bn4038713;-89;0.00;-2147483648;1,77472E+12;session_1774715333436
255;55:A5:DC:38:A6:8A;Tab S9 de Eduardo;-67;0.00;-2147483648;1,77472E+12;session_1774715333436
256;3C:4F:06:03:74:5C;;-36;0.00;-2147483648;1,77472E+12;session_1774715333436
257;FC:F1:36:35:2A:63;;-89;0.00;-2147483648;1,77472E+12;session_1774715333436
258;20:64:DE:ED:F1:A6;Comedor;-82;0.00;-2147483648;1,77472E+12;session_1774715333436
259;05:F2:4F:96:5E:30;;-49;0.00;-2147483648;1,77472E+12;session_1774715333436
260;62:A0:FA:DE:D2:B0;;-81;196353084.65;12;1,77472E+12;session_1774715333436
261;C3:2E:3E:AA:CC:D8;;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
262;D0:03:DF:C5:D8:CD;[TV] Samsung 7 Series (50);-94;0.00;-2147483648;1,77472E+12;session_1774715333436
263;DB:45:E5:E7:E9:B3;;-82;0.00;-2147483648;1,77472E+12;session_1774715333436
264;68:FC:CA:BC:DA:11;[TV] TV Living;-96;0.00;-2147483648;1,77472E+12;session_1774715333436
265;53:0E:DC:F4:D6:AF;;-80;173415299.16;12;1,77472E+12;session_1774715333436
266;ED:3B:7F:8C:9D:6F;;-97;0.00;-2147483648;1,77472E+12;session_1774715333436
267;27:A4:43:1F:1F:02;;-50;0.00;-2147483648;1,77472E+12;session_1774715333436
268;D4:E0:03:E9:D4:55;;-90;0.00;-2147483648;1,77472E+12;session_1774715333436
269;E8:AA:CB:04:47:55;"43"" The Frame";-96;0.00;-2147483648;1,77472E+12;session_1774715333436
270;D8:CF:70:5B:D9:2F;;-81;0.00;-2147483648;1,77472E+12;session_1774715333436
271;BC:7E:8B:A7:51:6F;;-87;0.00;-2147483648;1,77472E+12;session_1774715333436
272;22:70:A9:92:07:63;;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
273;2D:29:BB:28:0E:80;;-91;0.00;-2147483648;1,77472E+12;session_1774715333436
274;98:06:3C:2D:B1:95;;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
275;5D:BE:05:8B:D8:23;;-98;141692925.24;15;1,77472E+12;session_1774715333436
276;F8:17:2D:59:E5:86;TY;-97;0.00;-2147483648;1,77472E+12;session_1774715333436
277;78:6D:67:7C:A7:5C;LE-Bose Flex SoundLink;-98;8170728068.88;10;1,77472E+12;session_1774715333436
278;A0:D7:F3:C2:B5:CF;Samsung CU8000 43;-92;0.00;-2147483648;1,77472E+12;session_1774715333436
279;5C:23:CB:1A:18:4E;;-81;Infinity;0;1,77472E+12;session_1774715333436
