id;mac_address;device_name;rssi;estimated_distance_m;tx_power;timestamp;session_id
642;06:65:29:DA:65:E9;Bn4038713;-81;0.00;-2147483648;1,77472E+12;session_1774715333436
643;29:37:CF:43:80:5F;;-86;0.00;-2147483648;1,77472E+12;session_1774715333436
644;F8:17:2D:59:E5:86;TY;-86;0.00;-2147483648;1,77472E+12;session_1774715333436
645;3D:D3:73:17:40:44;;-38;0.00;-2147483648;1,77472E+12;session_1774715333436
646;CB:37:30:33:44:78;Govee_H619C_4478;-96;0.00;-2147483648;1,77472E+12;session_1774715333436
647;20:64:DE:ED:F1:A6;Comedor;-84;0.00;-2147483648;1,77472E+12;session_1774715333436
648;47:31:70:7A:DE:DC;;-101;1742213.28;24;1,77472E+12;session_1774715333436
649;27:A4:43:1F:1F:02;;-45;0.00;-2147483648;1,77472E+12;session_1774715333436
650;05:F2:4F:96:5E:30;;-45;0.00;-2147483648;1,77472E+12;session_1774715333436
651;2D:29:BB:28:0E:80;;-97;0.00;-2147483648;1,77472E+12;session_1774715333436
652;5D:BE:05:8B:D8:23;;-98;141692925.24;15;1,77472E+12;session_1774715333436
653;4F:60:3D:5E:18:6F;;-96;61917364224.00;8;1,77472E+12;session_1774715333436
654;49:09:58:76:E1:88;;-99;1460627541.79;12;1,77472E+12;session_1774715333436
655;55:A5:DC:38:A6:8A;Tab S9 de Eduardo;-64;0.00;-2147483648;1,77472E+12;session_1774715333436
656;53:0E:DC:F4:D6:AF;;-82;221986244.18;12;1,77472E+12;session_1774715333436
657;D4:E0:03:E9:D4:55;;-96;0.00;-2147483648;1,77472E+12;session_1774715333436
658;62:A0:FA:DE:D2:B0;;-88;449794624.66;12;1,77472E+12;session_1774715333436
659;70:71:2F:CD:64:D1;;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
660;0B:2A:F3:B1:33:9F;;-63;0.00;-2147483648;1,77472E+12;session_1774715333436
661;E8:AA:CB:04:47:55;"43"" The Frame";-94;0.00;-2147483648;1,77472E+12;session_1774715333436
662;A0:D7:F3:C2:B5:CF;Samsung CU8000 43;-94;0.00;-2147483648;1,77472E+12;session_1774715333436
663;0B:6E:32:58:9A:E9;;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
664;C8:12:0B:43:4C:93;;-94;0.00;-2147483648;1,77472E+12;session_1774715333436
665;52:9C:F1:9C:87:C7;;-97;2843089235.88;11;1,77472E+12;session_1774715333436
666;C3:2E:3E:AA:CC:D8;;-94;0.00;-2147483648;1,77472E+12;session_1774715333436
667;C8:79:F7:26:21:C4;;-94;0.00;-2147483648;1,77472E+12;session_1774715333436
668;ED:3B:7F:8C:9D:6F;;-95;0.00;-2147483648;1,77472E+12;session_1774715333436
669;D4:BF:6F:65:0A:B3;;-81;0.00;-2147483648;1,77472E+12;session_1774715333436
670;62:A0:FA:DE:D2:B0;;-80;173415299.16;12;1,77472E+12;session_1774715333436
671;05:F2:4F:96:5E:30;;-42;0.00;-2147483648;1,77472E+12;session_1774715333436
672;06:65:29:DA:65:E9;Bn4038713;-89;0.00;-2147483648;1,77472E+12;session_1774715333436
673;FC:F1:36:35:2A:63;;-89;0.00;-2147483648;1,77472E+12;session_1774715333436
674;E8:AA:CB:04:47:55;"43"" The Frame";-96;0.00;-2147483648;1,77472E+12;session_1774715333436
675;20:64:DE:ED:F1:A6;Comedor;-82;0.00;-2147483648;1,77472E+12;session_1774715333436
676;29:37:CF:43:80:5F;;-85;0.00;-2147483648;1,77472E+12;session_1774715333436
677;3D:D3:73:17:40:44;;-37;0.00;-2147483648;1,77472E+12;session_1774715333436
678;A0:D7:F3:C2:B5:CF;Samsung CU8000 43;-94;0.00;-2147483648;1,77472E+12;session_1774715333436
679;C8:12:0B:43:4C:93;;-92;0.00;-2147483648;1,77472E+12;session_1774715333436
680;53:0E:DC:F4:D6:AF;;-79;152917944.77;12;1,77472E+12;session_1774715333436
681;DB:45:E5:E7:E9:B3;;-87;0.00;-2147483648;1,77472E+12;session_1774715333436
682;0B:2A:F3:B1:33:9F;;-61;0.00;-2147483648;1,77472E+12;session_1774715333436
683;46:52:4C:D3:3A:A5;;-95;966993583.69;12;1,77472E+12;session_1774715333436
684;27:A4:43:1F:1F:02;;-42;0.00;-2147483648;1,77472E+12;session_1774715333436
685;5D:BE:05:8B:D8:23;;-99;156833688.09;15;1,77472E+12;session_1774715333436
686;F8:17:2D:59:E5:86;TY;-95;0.00;-2147483648;1,77472E+12;session_1774715333436
687;5E:17:B7:C1:2F:F0;;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
688;55:A5:DC:38:A6:8A;Tab S9 de Eduardo;-60;0.00;-2147483648;1,77472E+12;session_1774715333436
689;47:BB:2C:BF:10:92;;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
690;64:E7:D8:91:7B:17;;-96;0.00;-2147483648;1,77472E+12;session_1774715333436
691;4F:60:3D:5E:18:6F;;-95;55761722776.89;8;1,77472E+12;session_1774715333436
692;2D:29:BB:28:0E:80;;-94;0.00;-2147483648;1,77472E+12;session_1774715333436
693;D0:03:DF:C5:D8:CD;[TV] Samsung 7 Series (50);-97;0.00;-2147483648;1,77472E+12;session_1774715333436
694;47:31:70:7A:DE:DC;;-99;1426394.08;24;1,77472E+12;session_1774715333436
695;F5:FD:5A:F1:8E:3B;;-94;0.00;-2147483648;1,77472E+12;session_1774715333436
696;BC:7E:8B:A7:51:6F;;-95;0.00;-2147483648;1,77472E+12;session_1774715333436
697;27:FA:B1:F0:39:7E;;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
698;52:9C:F1:9C:87:C7;;-95;2308390090.57;11;1,77472E+12;session_1774715333436
699;CB:37:30:33:44:78;Govee_H619C_4478;-92;0.00;-2147483648;1,77472E+12;session_1774715333436
700;7D:12:36:12:00:ED;;-99;Infinity;0;1,77472E+12;session_1774715333436
701;62:99:38:0B:E5:74;;-101;Infinity;0;1,77472E+12;session_1774715333436
702;5C:E5:D2:AA:50:D6;;-101;Infinity;0;1,77472E+12;session_1774715333436
703;A0:D0:5B:9D:8F:5A;[TV] Samsung Serif TV (55);-100;0.00;-2147483648;1,77472E+12;session_1774715333436
704;70:71:2F:CD:64:D1;;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
705;D4:E0:03:E9:D4:55;;-95;0.00;-2147483648;1,77472E+12;session_1774715333436
706;D4:BF:6F:65:0A:B3;;-74;0.00;-2147483648;1,77472E+12;session_1774715333436
707;49:09:58:76:E1:88;;-98;1319618199.40;12;1,77472E+12;session_1774715333436
708;EC:E8:80:AF:45:A9;FMB130_9225879_LE;-98;Infinity;0;1,77472E+12;session_1774715333436
709;55:80:6E:74:37:27;;-99;1460627541.79;12;1,77472E+12;session_1774715333436
710;68:FC:CA:BC:DA:11;[TV] TV Living;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
711;20:64:DE:ED:F1:A6;Comedor;-83;0.00;-2147483648;1,77472E+12;session_1774715333436
712;55:A5:DC:38:A6:8A;Tab S9 de Eduardo;-65;0.00;-2147483648;1,77472E+12;session_1774715333436
713;27:A4:43:1F:1F:02;;-45;0.00;-2147483648;1,77472E+12;session_1774715333436
714;FC:F1:36:35:2A:63;;-88;0.00;-2147483648;1,77472E+12;session_1774715333436
715;2D:29:BB:28:0E:80;;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
716;29:37:CF:43:80:5F;;-91;0.00;-2147483648;1,77472E+12;session_1774715333436
717;3D:D3:73:17:40:44;;-47;0.00;-2147483648;1,77472E+12;session_1774715333436
718;E8:AA:CB:04:47:55;"43"" The Frame";-100;0.00;-2147483648;1,77472E+12;session_1774715333436
719;64:E7:D8:91:7B:17;;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
720;49:09:58:76:E1:88;;-98;1319618199.40;12;1,77472E+12;session_1774715333436
721;53:0E:DC:F4:D6:AF;;-78;134627433.45;12;1,77472E+12;session_1774715333436
722;46:52:4C:D3:3A:A5;;-96;1073741824.00;12;1,77472E+12;session_1774715333436
723;52:9C:F1:9C:87:C7;;-91;1501367711.36;11;1,77472E+12;session_1774715333436
724;55:80:6E:74:37:27;;-95;966993583.69;12;1,77472E+12;session_1774715333436
725;62:A0:FA:DE:D2:B0;;-90;563135147.09;12;1,77472E+12;session_1774715333436
726;0B:2A:F3:B1:33:9F;;-65;0.00;-2147483648;1,77472E+12;session_1774715333436
727;CB:37:30:33:44:78;Govee_H619C_4478;-92;0.00;-2147483648;1,77472E+12;session_1774715333436
728;68:FC:CA:BC:DA:11;[TV] TV Living;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
729;05:F2:4F:96:5E:30;;-46;0.00;-2147483648;1,77472E+12;session_1774715333436
730;C3:2E:3E:AA:CC:D8;;-96;0.00;-2147483648;1,77472E+12;session_1774715333436
731;62:99:38:0B:E5:74;;-100;Infinity;0;1,77472E+12;session_1774715333436
732;5D:BE:05:8B:D8:23;;-101;191558376.34;15;1,77472E+12;session_1774715333436
733;ED:3B:7F:8C:9D:6F;;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
734;06:65:29:DA:65:E9;Bn4038713;-88;0.00;-2147483648;1,77472E+12;session_1774715333436
735;D8:CF:70:5B:D9:2F;;-80;0.00;-2147483648;1,77472E+12;session_1774715333436
736;D4:BF:6F:65:0A:B3;;-78;0.00;-2147483648;1,77472E+12;session_1774715333436
737;F8:17:2D:59:E5:86;TY;-92;0.00;-2147483648;1,77472E+12;session_1774715333436
738;47:31:70:7A:DE:DC;;-99;1426394.08;24;1,77472E+12;session_1774715333436
739;C8:12:0B:43:4C:93;;-92;0.00;-2147483648;1,77472E+12;session_1774715333436
740;A0:D7:F3:C2:B5:CF;Samsung CU8000 43;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
741;7C:0A:3F:58:89:A7;;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
742;DB:45:E5:E7:E9:B3;;-80;0.00;-2147483648;1,77472E+12;session_1774715333436
743;C7:8F:82:A5:07:E3;;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
744;D0:03:DF:C5:D8:CD;[TV] Samsung 7 Series (50);-96;0.00;-2147483648;1,77472E+12;session_1774715333436
745;7D:C6:CA:B2:6B:69;;-100;1615055828.90;12;1,77472E+12;session_1774715333436
746;5E:84:1E:47:98:AF;;-98;1319618199.40;12;1,77472E+12;session_1774715333436
747;4F:60:3D:5E:18:6F;;-97;68677973644.34;8;1,77472E+12;session_1774715333436
748;06:65:29:DA:65:E9;Bn4038713;-89;0.00;-2147483648;1,77472E+12;session_1774715333436
749;2D:29:BB:28:0E:80;;-90;0.00;-2147483648;1,77472E+12;session_1774715333436
750;3D:D3:73:17:40:44;;-37;0.00;-2147483648;1,77472E+12;session_1774715333436
751;DB:45:E5:E7:E9:B3;;-94;0.00;-2147483648;1,77472E+12;session_1774715333436
752;29:37:CF:43:80:5F;;-86;0.00;-2147483648;1,77472E+12;session_1774715333436
753;FC:F1:36:35:2A:63;;-89;0.00;-2147483648;1,77472E+12;session_1774715333436
754;53:0E:DC:F4:D6:AF;;-90;563135147.09;12;1,77472E+12;session_1774715333436
755;20:64:DE:ED:F1:A6;Comedor;-82;0.00;-2147483648;1,77472E+12;session_1774715333436
756;27:A4:43:1F:1F:02;;-40;0.00;-2147483648;1,77472E+12;session_1774715333436
757;CB:37:30:33:44:78;Govee_H619C_4478;-90;0.00;-2147483648;1,77472E+12;session_1774715333436
758;64:E7:D8:91:7B:17;;-94;0.00;-2147483648;1,77472E+12;session_1774715333436
759;52:9C:F1:9C:87:C7;;-98;3150169376.71;11;1,77472E+12;session_1774715333436
760;BC:7E:8B:A7:51:6F;;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
761;05:F2:4F:96:5E:30;;-41;0.00;-2147483648;1,77472E+12;session_1774715333436
762;47:BB:2C:BF:10:92;;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
763;0B:2A:F3:B1:33:9F;;-60;0.00;-2147483648;1,77472E+12;session_1774715333436
764;F5:FD:5A:F1:8E:3B;;-96;0.00;-2147483648;1,77472E+12;session_1774715333436
765;5E:17:B7:C1:2F:F0;;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
766;27:FA:B1:F0:39:7E;;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
767;62:A0:FA:DE:D2:B0;;-81;196353084.65;12;1,77472E+12;session_1774715333436
768;F8:17:2D:59:E5:86;TY;-90;0.00;-2147483648;1,77472E+12;session_1774715333436
769;55:A5:DC:38:A6:8A;Tab S9 de Eduardo;-61;0.00;-2147483648;1,77472E+12;session_1774715333436
770;D0:03:DF:C5:D8:CD;[TV] Samsung 7 Series (50);-98;0.00;-2147483648;1,77472E+12;session_1774715333436
771;55:80:6E:74:37:27;;-97;1190981134.51;12;1,77472E+12;session_1774715333436
772;F4:DF:EE:8E:1F:09;;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
773;4F:60:3D:5E:18:6F;;-95;55761722776.89;8;1,77472E+12;session_1774715333436
774;ED:3B:7F:8C:9D:6F;;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
775;7D:12:36:12:00:ED;;-99;Infinity;0;1,77472E+12;session_1774715333436
776;D4:E0:03:E9:D4:55;;-95;0.00;-2147483648;1,77472E+12;session_1774715333436
777;68:FC:CA:BC:DA:11;[TV] TV Living;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
778;D4:BF:6F:65:0A:B3;;-80;0.00;-2147483648;1,77472E+12;session_1774715333436
779;47:31:70:7A:DE:DC;;-100;1577202.96;24;1,77472E+12;session_1774715333436
780;46:52:4C:D3:3A:A5;;-92;701561605.00;12;1,77472E+12;session_1774715333436
781;49:09:58:76:E1:88;;-97;1190981134.51;12;1,77472E+12;session_1774715333436
782;53:0E:DC:F4:D6:AF;;-100;1615055828.90;12;1,77472E+12;session_1774715333436
783;47:31:70:7A:DE:DC;;-96;1048576.00;24;1,77472E+12;session_1774715333436
784;06:65:29:DA:65:E9;Bn4038713;-87;0.00;-2147483648;1,77472E+12;session_1774715333436
785;CB:37:30:33:44:78;Govee_H619C_4478;-96;0.00;-2147483648;1,77472E+12;session_1774715333436
786;E8:AA:CB:04:47:55;"43"" The Frame";-93;0.00;-2147483648;1,77472E+12;session_1774715333436
787;3D:D3:73:17:40:44;;-45;0.00;-2147483648;1,77472E+12;session_1774715333436
788;29:37:CF:43:80:5F;;-96;0.00;-2147483648;1,77472E+12;session_1774715333436
789;62:A0:FA:DE:D2:B0;;-80;173415299.16;12;1,77472E+12;session_1774715333436
790;27:A4:43:1F:1F:02;;-45;0.00;-2147483648;1,77472E+12;session_1774715333436
791;55:A5:DC:38:A6:8A;Tab S9 de Eduardo;-64;0.00;-2147483648;1,77472E+12;session_1774715333436
792;2D:29:BB:28:0E:80;;-91;0.00;-2147483648;1,77472E+12;session_1774715333436
793;68:FC:CA:BC:DA:11;[TV] TV Living;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
794;49:09:58:76:E1:88;;-97;1190981134.51;12;1,77472E+12;session_1774715333436
795;C8:79:F7:26:21:C4;;-95;0.00;-2147483648;1,77472E+12;session_1774715333436
796;0B:2A:F3:B1:33:9F;;-63;0.00;-2147483648;1,77472E+12;session_1774715333436
797;20:64:DE:ED:F1:A6;Comedor;-87;0.00;-2147483648;1,77472E+12;session_1774715333436
798;46:52:4C:D3:3A:A5;;-94;869893479.55;12;1,77472E+12;session_1774715333436
799;62:99:38:0B:E5:74;;-98;Infinity;0;1,77472E+12;session_1774715333436
800;FC:F1:36:35:2A:63;;-88;0.00;-2147483648;1,77472E+12;session_1774715333436
801;55:80:6E:74:37:27;;-98;1319618199.40;12;1,77472E+12;session_1774715333436
802;F8:17:2D:59:E5:86;TY;-97;0.00;-2147483648;1,77472E+12;session_1774715333436
803;A0:D7:F3:C2:B5:CF;Samsung CU8000 43;-96;0.00;-2147483648;1,77472E+12;session_1774715333436
804;05:F2:4F:96:5E:30;;-45;0.00;-2147483648;1,77472E+12;session_1774715333436
805;C8:12:0B:43:4C:93;;-92;0.00;-2147483648;1,77472E+12;session_1774715333436
806;D4:BF:6F:65:0A:B3;;-95;0.00;-2147483648;1,77472E+12;session_1774715333436
807;D0:03:DF:C5:D8:CD;[TV] Samsung 7 Series (50);-97;0.00;-2147483648;1,77472E+12;session_1774715333436
808;DB:45:E5:E7:E9:B3;;-74;0.00;-2147483648;1,77472E+12;session_1774715333436
809;64:E7:D8:91:7B:17;;-95;0.00;-2147483648;1,77472E+12;session_1774715333436
810;D7:2B:B7:3C:0E:0C;;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
811;52:9C:F1:9C:87:C7;;-98;3150169376.71;11;1,77472E+12;session_1774715333436
812;98:06:3C:2D:B1:95;;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
813;80:47:86:84:B8:C9;;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
814;23:7D:B2:3C:01:87;;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
815;8C:EA:48:4C:02:79;;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
816;BC:7E:8B:A7:51:6F;;-97;0.00;-2147483648;1,77472E+12;session_1774715333436
817;4F:60:3D:5E:18:6F;;-97;68677973644.34;8;1,77472E+12;session_1774715333436
818;7D:12:36:12:00:ED;;-100;Infinity;0;1,77472E+12;session_1774715333436
819;5E:17:B7:C1:2F:F0;;-99;0.00;-2147483648;1,77472E+12;session_1774715333436
820;ED:EE:48:ED:C5:7C;Vasco de Gam;-102;0.00;-2147483648;1,77472E+12;session_1774715333436
821;64:E7:D8:91:7B:17;;-94;0.00;-2147483648;1,77472E+12;session_1774715333436
822;52:9C:F1:9C:87:C7;;-98;3150169376.71;11;1,77472E+12;session_1774715333436
823;05:F2:4F:96:5E:30;;-42;0.00;-2147483648;1,77472E+12;session_1774715333436
824;BC:7E:8B:A7:51:6F;;-94;0.00;-2147483648;1,77472E+12;session_1774715333436
825;F8:17:2D:59:E5:86;TY;-87;0.00;-2147483648;1,77472E+12;session_1774715333436
826;CB:37:30:33:44:78;Govee_H619C_4478;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
827;4F:60:3D:5E:18:6F;;-91;36267202172.25;8;1,77472E+12;session_1774715333436
828;ED:EE:48:ED:C5:7C;Vasco de Gam;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
829;20:64:DE:ED:F1:A6;Comedor;-89;0.00;-2147483648;1,77472E+12;session_1774715333436
830;62:A0:FA:DE:D2:B0;;-80;173415299.16;12;1,77472E+12;session_1774715333436
831;47:31:70:7A:DE:DC;;-98;1288689.65;24;1,77472E+12;session_1774715333436
832;29:37:CF:43:80:5F;;-96;0.00;-2147483648;1,77472E+12;session_1774715333436
833;FC:F1:36:35:2A:63;;-88;0.00;-2147483648;1,77472E+12;session_1774715333436
834;27:A4:43:1F:1F:02;;-42;0.00;-2147483648;1,77472E+12;session_1774715333436
835;3D:D3:73:17:40:44;;-40;0.00;-2147483648;1,77472E+12;session_1774715333436
836;62:99:38:0B:E5:74;;-95;Infinity;0;1,77472E+12;session_1774715333436
837;0B:2A:F3:B1:33:9F;;-64;0.00;-2147483648;1,77472E+12;session_1774715333436
838;55:80:6E:74:37:27;;-96;1073741824.00;12;1,77472E+12;session_1774715333436
839;7D:12:36:12:00:ED;;-101;Infinity;0;1,77472E+12;session_1774715333436
840;53:0E:DC:F4:D6:AF;;-71;52574000.72;12;1,77472E+12;session_1774715333436
841;5E:17:B7:C1:2F:F0;;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
842;06:65:29:DA:65:E9;Bn4038713;-80;0.00;-2147483648;1,77472E+12;session_1774715333436
843;55:A5:DC:38:A6:8A;Tab S9 de Eduardo;-61;0.00;-2147483648;1,77472E+12;session_1774715333436
844;55:6F:D8:26:D7:C2;;-97;0.00;-2147483648;1,77472E+12;session_1774715333436
845;2D:29:BB:28:0E:80;;-89;0.00;-2147483648;1,77472E+12;session_1774715333436
846;27:FA:B1:F0:39:7E;;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
847;79:CA:6F:84:AD:16;;-101;1784026402.38;12;1,77472E+12;session_1774715333436
848;49:09:58:76:E1:88;;-96;1073741824.00;12;1,77472E+12;session_1774715333436
849;46:52:4C:D3:3A:A5;;-93;781658446.29;12;1,77472E+12;session_1774715333436
850;68:FC:CA:BC:DA:11;[TV] TV Living;-97;0.00;-2147483648;1,77472E+12;session_1774715333436
851;C3:2E:3E:AA:CC:D8;;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
852;D8:CF:70:5B:D9:2F;;-77;0.00;-2147483648;1,77472E+12;session_1774715333436
853;D4:BF:6F:65:0A:B3;;-83;0.00;-2147483648;1,77472E+12;session_1774715333436
854;DB:45:E5:E7:E9:B3;;-73;0.00;-2147483648;1,77472E+12;session_1774715333436
855;D0:03:DF:C5:D8:CD;[TV] Samsung 7 Series (50);-99;0.00;-2147483648;1,77472E+12;session_1774715333436
856;ED:3B:7F:8C:9D:6F;;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
857;7D:C6:CA:B2:6B:69;;-94;869893479.55;12;1,77472E+12;session_1774715333436
858;E8:AA:CB:04:47:55;"43"" The Frame";-94;0.00;-2147483648;1,77472E+12;session_1774715333436
